code,ISO3V10,Country,EPI_regions,GEO_subregion,GDPCAP07,Population07,Landarea,PopulationDensity,Landlock,No_surface_water,Desert,High_Population_Density,EPI,ENVHEALTH,ECOSYSTEM,DALY,AIR_H,WATER_H,AIR_E,WATER_E,BIODIVERSITY,FORESTRY,FISHERIES,AGRICULTURE,CLIMATE,DALY_pt,ACSAT_pt,ACSAT_pt_imp,WATSUP_pt,WATSUP_pt_imp,INDOOR_pt,PM10_pt,SO2_pt,NOX_pt,NMVOC_pt,OZONE_pt,WQI_pt,WQI_pt_imp,WQI_pt_GEMS station data,WSI_pt,WATSTR_pt,PACOV_pt,MPAEEZ_pt,AZE_pt,FORGRO_pt,FORCOV_pt,MTI_pt,EEZTD_pt,AGWAT_pt,AGSUB_pt,AGPEST_pt,GHGCAP_pt,GHGCAP_pt_imp,GHGIND_pt,CO2KWH_pt,CO2KWH_pt_imp,DALY_raw,ACSAT_raw,ACSAT_raw_imp,WATSUP_raw,WATSUP_raw_imp,INDOOR_raw,PM10_raw,OZONE_raw,WQI_raw,WQI_raw_imp,WQI_raw_GEMS station data,SO2_raw,NOX_raw,NMVOC_raw,WSI_raw,WATSTR_raw,PACOV_raw,AZE_raw,MPAEEZ_raw,FORGRO_raw,FORCOV_raw,MTI_raw,EEZTD_raw,AGWAT_raw,AGSUB_raw,AGPEST_raw,GHGCAP_raw,GHGCAP_raw_imp,GHGIND_raw,CO2KWH_raw,CO2KWH_raw_imp,DALY_w,ACSAT_w,WATSUP_w,INDOOR_w,PM10_w,OZONE_w,SO2_w,NOX_w,NMVOC_w,WSI_w,WATSTR_w,PACOV_w,AZE_w,MPAEEZ_w,FORGRO_w,FORCOV_w,MTI_w,EEZTD_w,AGWAT_w,AGSUB_w,AGPEST_w,GHGCAP_w,GHGIND_w,CO2KWH_w,DALY_tr,PM10_tr,OZONE_tr,SO2_tr,NOX_tr,NMVOC_tr,WATSTR_tr,MPAEEZ_tr,AGWAT_tr,GHGCAP_tr,GHGIND_tr,CO2KWH_tr,DALY_t,ACSAT_t,WATSUP_t,INDOOR_t,PM10_t,OZONE_t,SO2_t,NOX_t,NMVOC_t,WSI_t,WATSTR_t,PACOV_t,AZE_t,MPAEEZ_t,FORGRO_t,FORCOV_t,MTI_t,EEZTD_t,AGWAT_t,AGSUB_t,AGPEST_t,GHGCAP_t,GHGIND_t,CO2KWH_t,DALY_ttr,PM10_ttr,OZONE_ttr,SO2_ttr,NOX_ttr,NMVOC_ttr,WATSTR_ttr,MPAEEZ_ttr,AGWAT_ttr,GHGCAP_ttr,GHGIND_ttr,CO2KWH_ttr
662,LCA,Saint Lucia,Latin America and Caribbean,Caribbean,9055.30,167975.46,619.69,271.06,0,0,0,1,NA,80.39,NA,71.63,86.18,92.10,58.84,NA,52.08,100.00,96.00,48.18,75.47,71.6338934,87.65432099,0,96.55172414,0,94.73684211,77.62708526,53.23197244,48.73935201,44.57602125,100,44.6,1,NA,NA,NA,68.252,21.81738592,50,NA,100,100,91.993829,NA,100,13.63636364,100.0,1,100,1.9,1,24,89,0,98,0,5,30.57499,0,44.6,1,NA,0.898269,1.29603,1.52844,NA,NA,6.8252,50,0.687348,NA,0,0.032431,8.006171,NA,0,3,2.4,1,0,849.5,1,3.17805383,89,98,5,3.420182355,0,-0.107285701,0.259305746,0.424247607,NA,NA,6.8252,50,0.523158066,NA,0,0.032431,8.006171,NA,0,3,1.231777739,0,6.74469536,3.17805383,3.420182355,0,-0.107285701,0.259305746,0.424247607,NA,0.523158066,NA,1.231777739,0,6.74469536,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
438,LIE,Liechtenstein,Europe,Western Europe,NA,35267.00,160.07,220.32,1,0,0,1,NA,NA,NA,NA,85.02,100.00,49.44,NA,76.85,100.00,NA,50.91,NA,NA,100.0,1,100.0,1,94.73684211,75.29712713,57.22875378,28.76518492,46.2169299,49.98967712,38.2,1,NA,NA,NA,76.851,NA,NA,100,100,NA,NA,NA,100,18.18181818,NA,0,NA,NA,0,NA,100.0,1,100.0,1,5,31.956813,20304.3,38.2,1,NA,0.611602,8.626096,1.316984,NA,NA,7.6851,NA,NA,1,0,NA,NA,NA,0,4,NA,0,NA,NA,0,NA,100,100,5,3.464385398,9.918637215,-0.491673535,2.154792027,0.275344274,NA,NA,7.6851,NA,NA,1,0,NA,NA,NA,0,4,NA,NA,NA,NA,3.464385398,9.918637215,-0.491673535,2.154792027,0.275344274,NA,NA,NA,NA,NA,NA,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
144,LKA,Sri Lanka,South Asia,South Asia,4007.59,20010000.00,65830.04,303.96,0,0,0,1,63.7,45.84,81.59,41.41,23.91,76.63,53.85,78.77,73.99,54.56,84.08,83.73,79.71,41.40954455,84.28731762,0,68.96551724,0,22.27368421,25.54794225,47.76919138,44.71465061,35.08842188,100,91.68457173,0,91.68457173,100,31.71155107,93.996,7.95589653,100,55.7732,53.3437014,88.23639907,79.920944,64.08075884,100,81.81818182,100,0,100,18.84998247,0,61,86,0,82,0,73.84,82.122106,0,91.68457173,0,91.68457173,1.519063,1.898829,3.615371,0,16.51,9.3996,100,0.210186,0.889433,-1.5,-0.004008,20.079056,24,0,18,1.720496,0,33.248959,394.0882,0,4.110873864,86,82,73.84,4.408207237,0,0.418093697,0.64123738,1.285194478,0,2.862772146,9.3996,100,0.190774067,0.889433,-1.5,-0.004008,20.079056,3.218875825,0,18,1.000814217,3.53365617,5.976574742,4.110873864,4.408207237,0,0.418093697,0.64123738,1.285194478,2.862772146,0.190774067,3.218875825,1.000814217,3.53365617,5.976574742,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
426,LSO,Lesotho,Sub-Saharan Africa,Southern Africa,1419.65,2005825.72,30582.14,65.59,1,0,0,0,NA,44.77,NA,45.36,43.23,45.12,66.59,73.41,2.21,100.00,NA,59.09,NA,45.35890266,28.17059484,0,62.06896552,0,24.11578947,62.34051333,73.85858314,58.77564461,48.24873842,70.91438545,46.8,1,NA,100,100,2.206,NA,NA,NA,100,NA,NA,100,100,18.18181818,100,0,NA,29.6,1,54,36,0,78,0,72.09,40.861698,319.09,46.8,1,NA,0.123559,0.50002,1.095235,0,0,0.2206,NA,NA,NA,2.7,NA,NA,0.33,0,4,0.848577,0,NA,242.4,1,3.988984047,36,78,72.09,3.710193145,5.768602206,-2.091036504,-0.693107181,0.090968952,0,0,0.2206,NA,NA,NA,2.7,NA,NA,0.285178942,0,4,0.614416154,NA,5.490444153,3.988984047,3.710193145,5.768602206,-2.091036504,-0.693107181,0.090968952,0,NA,0.285178942,0.614416154,NA,5.490444153,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
440,LTU,Lithuania,Europe,Central Europe,16868.68,3375618.00,64995.07,51.94,0,0,0,0,68.3,74.34,62.32,60.35,97.37,79.29,62.44,81.92,46.53,100.00,42.23,85.23,59.65,60.34839067,78.7,1,79.9,1,94.73684211,100,58.98057201,51.08974711,46.63163479,100,85.88255838,0,85.88255838,100,55.90703499,44.086,53.87219321,NA,100,100,34.12031276,50.332261,100,50.76222932,100,65.7,1,61.40880153,45.74520769,0,34,81.0,1,88.3,1,5,18.990158,0,85.88255838,0,85.88255838,0.516772,1.036926,1.268344,0,5.35,4.4086,NA,2.639327,1.072483,0.8,-0.022446,49.667739,0.08,0.1367791,22,7.4,1,81.622883,116.6198,0,3.526360525,81,88.34,5,2.943920845,0,-0.660153508,0.036260567,0.237712113,0,1.848454813,4.4086,NA,1.291798774,1.072483,0.8,-0.022446,49.667739,0.076961041,0.1367791,22,2.129808201,4.414286676,4.758919071,3.526360525,2.943920845,0,-0.660153508,0.036260567,0.237712113,1.848454813,1.291798774,0.076961041,2.129808201,4.414286676,4.758919071,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
442,LUX,Luxembourg,Europe,Western Europe,72783.17,479993.00,2587.12,185.53,1,0,0,0,67.8,90.75,44.92,82.81,97.37,100.00,65.14,85.13,100.00,100.00,NA,57.27,28.15,82.80708734,100,0,100,0,94.73684211,100,78.35868071,70.27295733,41.32235328,44.19657204,70.2633147,0,70.2633147,100,100,100,NA,NA,100,100,NA,NA,NA,0,95.45454545,19.2,1,51.27100129,22.9121057,0,17,100,0,100,0,5,14.675836,64060.2,70.2633147,0,70.2633147,0.080152,0.167937,2.053406,0,0,10,NA,NA,1,0,NA,NA,NA,0.33,21,26.7,1,100.82015,327.886,0,2.833213344,100,100,5,2.686202332,11.06759416,-2.523830447,-1.78416637,0.719499878,0,0,10,NA,NA,1,0,NA,NA,NA,0.27779304,21,3.31990088,4.623208022,5.792665987,2.833213344,2.686202332,11.06759416,-2.523830447,-1.78416637,0.719499878,0,NA,NA,3.31990088,4.623208022,5.792665987,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
428,LVA,Latvia,Europe,Central Europe,16268.67,2276100.00,64195.65,35.46,0,0,0,0,72.5,75.05,69.98,59.41,94.59,86.79,75.19,95.27,76.29,100.00,60.72,87.52,55.55,59.40916403,75.30864198,0,98.27586207,0,89.18947368,100,82.17561813,55.06632131,49.57437066,100,90.54742646,0,90.54742646,100,100,100,5.172311585,NA,100,100,36.44485665,84.987354,100,65.97168165,95.45454545,54.6,1,74.72183775,38.20748599,0,35,78,0,99,0,10.27,15.550043,0,90.54742646,0,90.54742646,0.055525,0.710985,0.971101,0,0,10,NA,0.132046,1.09707,0.4,-0.021654,15.012646,0.112,0.0945283,21,10.2,1,61.798399,164.0518,0,3.555348061,78,99,10.27,2.744063404,0,-2.890921909,-0.341103946,-0.0293248,0,0,10,NA,0.124026615,1.09707,0.4,-0.021654,15.012646,0.106160196,0.0945283,21,2.413522439,4.13992958,5.100182232,3.555348061,2.744063404,0,-2.890921909,-0.341103946,-0.0293248,0,0.124026615,0.106160196,2.413522439,4.13992958,5.100182232,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
446,MAC,Macao,East Asia and the Pacific,Northeast Asia,49759.40,513076.00,19.07,26904.88,0,0,0,1,NA,NA,NA,NA,53.39,100.00,11.55,NA,0.00,NA,46.29,40.00,NA,NA,100.0,1,100.0,1,NA,53.39153708,0,0,0,69.29069869,42.7,1,NA,NA,NA,0,0,NA,NA,NA,92.57143863,0,NA,100,0,NA,0,NA,2.0,1,NA,100.0,1,100.0,1,NA,48.422742,440.7,42.7,1,NA,294.06898,298.950555,360.333871,NA,NA,0,NA,0,NA,NA,-0.002531,100,NA,0,0,NA,0,NA,846.2,1,NA,100,100,NA,3.879969579,6.090630919,5.012264458,4.884518537,4.469273596,NA,NA,0,NA,0,NA,NA,-0.002531,100,NA,0,0,NA,NA,6.740708814,NA,3.879969579,6.090630919,5.683814366,5.700278192,5.887031021,NA,0,NA,NA,NA,6.740708814,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
504,MAR,Morocco,Middle East and North Africa,Northern Africa,3879.70,30860594.59,403759.34,76.43,0,0,1,0,65.6,73.38,57.84,64.40,95.09,69.63,65.49,57.11,25.46,100.00,75.78,82.11,56.64,64.40380796,68.57463524,0,70.68965517,0,92.81052632,97.37844527,56.77880777,60.51041795,62.07130885,100,62.88058139,0,62.88058139,95.33006026,7.360204168,31.756,6.584048165,NA,100,100,96.47796379,55.082564,44.65869532,100,86.36363636,98.7,1,23.30806444,5.772205059,0,30,72,0,83,0,6.83,21.019853,0,62.88058139,0,62.88058139,0.638649,0.424123,0.312437,0.034119,47.6,3.1756,NA,0.171024,1.055249,0.2,-0.0012,44.917436,37.97,0,19,2.6,1,180.17665,712.4136,0,3.401197382,72,83,6.83,3.045467372,0,-0.448400271,-0.857731771,-1.16335243,0.034119,3.883623531,3.1756,NA,0.15787858,1.055249,0.2,-0.0012,44.917436,3.662792119,0,19,1.284773409,5.199472522,6.568658642,3.401197382,3.045467372,0,-0.448400271,-0.857731771,-1.16335243,3.883623531,0.15787858,3.662792119,1.284773409,5.199472522,6.568658642,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
492,MCO,Monaco,Europe,Western Europe,NA,32700.00,10.31,3171.68,0,0,0,1,NA,92.12,NA,86.86,94.74,100.00,32.05,NA,76.73,100.00,NA,45.45,NA,86.86250463,100.00,1,100.00,1,94.73684211,NA,34.77679928,13.69873604,9.11972209,65.17313279,53.6,1,NA,NA,NA,100,6.926478341,NA,NA,100,NA,89.286272,NA,100,9.090909091,NA,0,NA,NA,0,15,100.00,1,100.00,1,5,NA,998.52,53.6,1,NA,5.299585,36.037178,38.157012,NA,NA,10,NA,0.180679,NA,0,NA,10.713728,NA,0,2,NA,0,NA,NA,0,2.708050201,100,100,5,NA,6.907275164,1.667628516,3.584551128,3.641709542,NA,NA,10,NA,0.166089697,NA,0,NA,10.713728,NA,0,2,NA,NA,NA,2.708050201,NA,6.907275164,1.667628516,3.584551128,3.641709542,NA,0.166089697,NA,NA,NA,NA,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
498,MDA,Moldova,Eastern Europe and Central Asia,Eastern Europe,2498.67,3667469.00,34013.10,107.83,1,0,0,0,58.8,68.77,48.88,59.41,76.66,79.59,63.16,50.44,12.76,100.00,NA,97.73,49.34,59.40916403,76.43097643,0,82.75862069,0,84.45263158,68.87530114,61.59062705,50.11299243,44.07954978,100,48.8,1,NA,100,4.111842025,12.759,NA,NA,100,100,NA,NA,100,100,95.45454545,91.7,1,0.593978068,13.29883608,0,35,79,0,90,0,14.77,36.097288,0,48.8,1,NA,0.402052,1.137635,1.598874,0,54.69,1.2759,NA,NA,1.081531,0.2,NA,NA,6.523,0,21,3.3,1,288.33,506.6891,0,3.555348061,79,90,14.77,3.586217738,0,-0.911173845,0.128951546,0.469299631,0,4.019800598,1.2759,NA,NA,1.081531,0.2,NA,NA,2.017964995,0,21,1.464426244,5.667567905,6.227897601,3.555348061,3.586217738,0,-0.911173845,0.128951546,0.469299631,4.019800598,NA,2.017964995,1.464426244,5.667567905,6.227897601,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
450,MDG,Madagascar,Sub-Saharan Africa,Western Indian Ocean,931.81,18604365.00,592965.42,31.38,0,0,0,0,49.2,21.57,76.77,22.60,36.14,4.93,69.27,58.54,31.58,92.47,86.05,88.64,74.65,22.60157669,1.234567901,0,8.620689655,0,0,72.28513041,71.34811749,55.61783824,45.97023278,100,47.6,1,NA,100,38.98152071,30.541,5.852887786,59.375,94.268,90.66874028,100,72.100596,100,100,77.27272727,96.59525396,0,94.46634627,11.0,1,109,12,0,47,0,95,33.836084,0,47.6,1,NA,0.157301,0.674731,1.346799,0,11.91,3.0541,59.375,0.150672,0.98567,-0.3,0.008131,27.899404,4.246,0,17,2.81861,0,40.805659,563.5,1,4.691347882,12,47,95,3.521527807,0,-1.849594112,-0.393441186,0.297730666,0,2.558002205,3.0541,59.375,0.14034612,0.98567,-0.3,0.008131,27.899404,1.657465881,0,17,1.339886482,3.733031713,6.334169806,4.691347882,3.521527807,0,-1.849594112,-0.393441186,0.297730666,2.558002205,0.14034612,1.657465881,1.339886482,3.733031713,6.334169806,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
462,MDV,Maldives,South Asia,South Asia,4891.49,305340.27,188.69,1618.21,0,0,0,1,65.9,64.26,67.62,55.90,82.89,62.34,36.26,69.95,0.13,100.00,96.37,56.82,75.46,55.90293023,53.98428732,0,70.68965517,0,89.91578947,75.86848394,25.58740878,18.6018753,22.18692053,100,39.9,1,NA,100,NA,0,0.515670328,NA,NA,100,93.36096175,99.376929,100,100,13.63636364,100.0,1,100,1.8,1,39,59,0,83,0,9.58,31.612286,0,39.9,1,NA,12.825202,22.629593,11.657316,0,NA,0,NA,0.012442,NA,0,-0.002262,0.623071,0,0,3,2.4,1,0,851.4,1,3.663561646,59,83,9.58,3.453545842,0,2.551412141,3.119258475,2.455933966,0,NA,0,NA,0.012365234,NA,0,-0.002262,0.623071,0,0,3,1.215059618,0,6.746883888,3.663561646,3.453545842,0,2.551412141,3.119258475,2.455933966,NA,0.012365234,0,1.215059618,0,6.746883888,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
484,MEX,Mexico,Latin America and Caribbean,Meso America,13307.27,105280515.42,1943058.29,54.18,0,0,0,0,67.3,76.63,58.06,73.01,75.46,85.03,40.18,59.95,51.10,87.56,89.61,80.35,56.42,73.0128696,78.67564534,0,91.37931034,0,82.55789474,68.35918718,44.89329654,50.39787165,47.13996076,8.877454284,61.42454486,0,61.42454486,100,16.95130367,69.084,30.92071118,35.294118,NA,87.55832037,100,79.213856,88.82816483,64.67568086,86.36363636,69.80996129,0,74.46467573,11.60262549,0,23,81,0,95,0,16.57,36.452471,70597002.24,61.42454486,0,61.42454486,2.00307,1.107292,1.211167,0,31.51,6.9084,35.294118,1.098969,NA,-0.4,0.006438,20.786144,13.2,0.0981285,19,6.578317,0,62.132091,547.133,0,3.135494216,81,95,16.57,3.596009248,18.07249825,0.694681004,0.101917395,0.191584358,0,3.481547734,6.9084,35.294118,0.741446272,NA,-0.4,0.006438,20.786144,2.653241965,0.0981285,19,2.025291143,4.145229214,6.304691917,3.135494216,3.596009248,18.07249825,0.694681004,0.101917395,0.191584358,3.481547734,0.741446272,2.653241965,2.025291143,4.145229214,6.304691917,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
584,MHL,Marshall Islands,East Asia and the Pacific,South Pacific,NA,58315.67,218.56,266.82,0,0,0,1,NA,NA,NA,45.36,NA,78.13,74.20,NA,13.95,NA,98.78,50.91,NA,45.35890266,78.67564534,0,77.5862069,0,NA,NA,76.01930073,46.50234767,70.65741704,100,47.8,1,NA,NA,NA,18.091,1.514998273,NA,NA,NA,100,97.566885,NA,100,18.18181818,NA,0,NA,NA,0,54,81,0,87,0,NA,NA,0,47.8,1,NA,0.100375,1.602541,0.143346,NA,NA,1.8091,NA,0.036996,NA,NA,0.013477,2.433115,NA,0,4,NA,0,NA,NA,0,3.988984047,81,87,NA,NA,0,-2.298842107,0.471590495,-1.942493991,NA,NA,1.8091,NA,0.036328072,NA,NA,0.013477,2.433115,NA,0,4,NA,NA,NA,3.988984047,NA,0,-2.298842107,0.471590495,-1.942493991,NA,0.036328072,NA,NA,NA,NA,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
807,MKD,Macedonia,Eastern Europe and Central Asia,Central Europe,8420.24,2037031.68,24697.07,82.48,1,0,0,0,60.6,77.85,43.41,69.04,79.47,93.83,69.81,79.85,40.18,100.00,NA,67.27,36.53,69.0404256,87.65432099,0,100,0,61.53684211,97.41107483,74.39006407,47.76763704,47.91150063,100,59.69461468,0,59.69461468,100,100,40.183,NA,NA,100,100,NA,NA,NA,100,45.45454545,41.3,1,58.59205841,4.937509668,0,26,89,0,100,0,36.54,21.006845,0,59.69461468,0,59.69461468,0.117402,1.421224,1.12927,0,0,4.0183,NA,NA,1,0,NA,NA,NA,0,10,14.7,1,86.5609,739.8509,0,3.258096538,89,100,36.54,3.044848337,0,-2.142151336,0.351518472,0.121571406,0,0,4.0183,NA,NA,1,0,NA,NA,NA,0,10,2.755025068,4.472334551,6.606448679,3.258096538,3.044848337,0,-2.142151336,0.351518472,0.121571406,0,NA,NA,2.755025068,4.472334551,6.606448679,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
466,MLI,Mali,Sub-Saharan Africa,Western Africa,1022.92,12334168.03,1248145.58,9.88,1,0,0,0,39.4,9.34,69.51,1.35,0.00,34.65,59.50,73.38,24.32,79.74,NA,58.71,78.39,1.354275328,38.27160494,0,31.03448276,0,0,0,76.17785576,62.47361645,52.86204274,13.1557733,78.63232827,0,78.63232827,100,36.24389293,24.318,NA,NA,84.368,75.11664075,NA,NA,100,98.73650542,18.18181818,100,0,100,13.6,1,210,45,0,60,0,95,151.950765,30218700.8,78.63232827,0,78.63232827,0.098856,0.352032,0.720606,0,13.48,2.4318,NA,NA,0.96092,-0.8,NA,NA,5.9,0.0035099,4,2.391889,0,0,500.5,1,5.347107531,45,60,95,4.892892683,17.22397156,-2.314091033,-1.044033198,-0.327662754,0,2.672768387,2.4318,NA,NA,0.96092,-0.8,NA,NA,1.931521412,0.0035099,4,1.221386993,0,6.215515013,5.347107531,5.023556554,17.22397156,-2.314091033,-1.044033198,-0.327662754,2.672768387,NA,1.931521412,1.221386993,0,6.215515013,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
470,MLT,Malta,Europe,Western Europe,22045.93,409197.00,315.39,1297.43,0,0,0,1,76.3,92.12,60.55,86.86,94.74,100.00,21.76,61.97,75.06,100.00,89.27,62.15,59.01,86.86250463,100.00,1,100,0,94.73684211,NA,13.6500109,16.67387141,25.07089874,47.88715835,23.9,1,NA,100,100,100,0.249471766,NA,100,100,100,78.544008,72.12768366,0,95.45454545,68.0,1,100,0.041103813,0,15,100.00,1,100,0,5,NA,30810.2,23.9,1,NA,40.426422,27.172897,8.97308,0,0,10,NA,0.006,1,0,0.0067,21.455992,19.8,0.33,21,6.9,1,0,923.4612,0,2.708050201,100,100,5,NA,10.33563354,3.699483581,3.302220043,2.194228984,0,0,10,NA,0.005982072,1,0,0.0067,21.455992,3.034952987,0.27779304,21,2.071822717,0,6.828128785,2.708050201,NA,10.33563354,3.699483581,3.302220043,2.194228984,0,0.005982072,3.034952987,2.071822717,0,6.828128785,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
104,MMR,Myanmar,East Asia and the Pacific,South East Asia,1200.00,48782825.36,669707.48,72.84,0,0,0,0,51.3,42.63,59.97,37.89,22.07,72.66,56.33,66.49,33.75,73.18,50.00,90.91,64.94,37.889694,79.7979798,0,65.51724138,0,0,44.13333442,71.93166937,69.966904,47.16401648,5.0481276,45.7,1,NA,100,74.52032037,55.995,6.341033181,16.666667,89.8968,56.45412131,100,0,100,100,81.81818182,74.44901911,0,89.12639409,21.74149021,0,68,82,0,80,0,95,57.720508,150876999.7,45.7,1,NA,0.148716,0.172886,1.208526,0,1.91,5.5995,16.666667,0.16422,0.974742,-1.4,0.000715,100,3.12,0,18,5.730053,0,45.668913,345.7322,0,4.219507705,82,80,95,4.055612535,18.8319755,-1.905716832,-1.755122861,0.189401435,0,1.068153081,5.5995,16.666667,0.152051335,0.974742,-1.4,0.000715,100,1.415853163,0,18,1.906583019,3.843078268,5.845664487,4.219507705,4.055612535,18.8319755,-1.905716832,-1.755122861,0.189401435,1.068153081,0.152051335,1.415853163,1.906583019,3.843078268,5.845664487,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
496,MNG,Mongolia,East Asia and the Pacific,Northeast Asia,3056.08,2608411.86,1546296.94,1.69,1,0,0,0,42.8,42.73,42.86,54.28,14.57,47.80,42.90,57.55,80.73,79.82,NA,90.91,36.94,54.28254008,43.88327722,0,51.72413793,0,19.21052632,9.925168744,27.97907232,35.16970731,38.28558455,100,45.0,1,NA,100,40.19437396,80.73,NA,NA,84.5272,75.11664075,NA,NA,100,100,81.81818182,22.8,1,91.29435002,10.97668554,0,41,50,0,72,0,76.75,110.453687,0,45.0,1,NA,10.189884,4.697464,2.704913,0,11.27,8.073,NA,NA,0.961318,-0.8,NA,NA,0.66,0,18,24.3,1,43.629751,562.8599,0,3.713572067,50,72,76.75,4.704596311,0,2.321395463,1.547022789,0.995069749,0,2.507157259,8.073,NA,NA,0.961318,-0.8,NA,NA,0.506817602,0,18,3.229445726,3.798400699,6.333030752,3.713572067,4.704596311,0,2.321395463,1.547022789,0.995069749,2.507157259,NA,0.506817602,3.229445726,3.798400699,6.333030752,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
